Store,Sales_recent,customer_recent,Sales_total,customer_total,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
221,-0.366422839,-0.48246371,-0.360325912,-0.473519702,d,c,13530.0,9.0,2013.0,0,,,
222,-0.790473763,-0.483428745,-0.697574663,-0.450838274,a,a,2170.0,11.0,2008.0,0,,,
223,0.1042648285,-0.033529288,0.1991910722,0.0001971946,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct"
224,0.1208234617,-0.620478605,-0.059504587,-0.675180906,d,c,7930.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
225,-0.709865701,-0.541687184,-0.616701585,-0.467969153,d,a,10180.0,5.0,2015.0,0,,,
226,-0.057732664,-0.19002832,0.2052562455,-0.093758407,a,a,450.0,,,0,,,
227,-0.288926618,-0.473986246,-0.32989345,-0.481358089,a,a,2370.0,,,0,,,
228,0.5205134339,-0.400895957,0.4728203312,-0.379373721,d,c,10800.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
229,0.7575790021,-0.034375549,0.7519643625,-0.018492828,d,c,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
230,0.3565148224,0.552469841,0.3386962095,0.5236162895,d,c,6680.0,9.0,2013.0,0,,,
231,-0.804238553,-0.907480104,-1.178858854,-1.090533334,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov"
232,-1.354970972,-1.124939674,-1.375595449,-1.132029516,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
233,1.0683906808,0.7592694828,1.075308569,0.7487663941,a,a,1890.0,,,0,,,
234,1.5990573976,0.6590097383,1.7208526193,0.7242369708,d,a,4370.0,,,0,,,
235,-0.632205938,-0.749362781,-0.323804702,-0.61129543,a,a,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
236,0.194356059,0.3714589117,0.1610775944,0.3294816434,a,a,1000.0,11.0,2007.0,0,,,
237,-0.914590827,-0.412179447,-0.876956714,-0.416953992,a,a,1420.0,11.0,2007.0,0,,,
238,0.1245894719,0.8561293337,0.3082294113,0.8731991397,a,a,320.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
239,-0.662990459,-0.677801702,-0.674909312,-0.6888948,d,c,610.0,,,0,,,
240,-0.81423279,-0.732006993,-0.766046806,-0.712836673,a,a,1110.0,5.0,2009.0,0,,,
241,-0.117003031,-0.129038089,-0.071281837,-0.09400787,d,c,780.0,,,0,,,
242,-1.214508788,-1.039303926,-1.061197565,-0.958101364,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
243,-0.075090836,0.3951097,-0.440874592,0.0538120213,a,a,310.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
244,-0.625130473,-0.565679447,-0.595109875,-0.514316732,d,a,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
245,0.8424845866,0.8258123786,0.8618072915,0.7208002913,a,c,1310.0,,,0,,,
246,0.0455986585,0.4548231151,0.1456053807,0.5160831668,c,a,4660.0,4.0,2013.0,0,,,
247,0.56189866,-0.232831348,0.7333475857,-0.14258092,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
248,0.3255622168,0.7155459603,0.6603354027,0.9670365748,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
249,-0.672246485,-0.573399729,-0.575686971,-0.512160191,d,c,18010.0,9.0,2014.0,0,,,
250,0.8256147691,-0.185856398,0.6908867598,-0.209305678,d,a,3520.0,,,1,18.0,2012.0,"Feb,May,Aug,Nov"
251,4.8677406841,4.3308057484,4.934874855,4.3699270203,a,c,340.0,,,0,,,
252,1.3114073627,0.0457966141,1.5384874359,0.1742500782,d,c,22330.0,,,1,5.0,2010.0,"Feb,May,Aug,Nov"
253,-0.529524241,-0.179353545,-0.405230744,-0.129818924,a,c,250.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
254,-1.556538828,-1.276984698,-1.499389558,-1.234542352,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
255,-0.253994489,-0.29116402,-0.195876948,-0.258564752,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov"
256,0.5919290701,0.8034384063,1.2109270756,1.280818218,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
257,-0.791232417,-0.423522323,-0.555693679,-0.269550966,a,a,420.0,12.0,2012.0,0,,,
258,-0.522305676,-0.69313834,-0.900957581,-0.887624815,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
259,3.433676732,6.1701333404,2.8619031413,5.3613647544,b,b,210.0,,,0,,,
260,-0.275718326,0.3451060246,-0.063746365,0.4495586356,a,a,540.0,10.0,2011.0,0,,,
261,2.048670854,0.4111886728,2.3373171485,0.5304502597,d,c,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct"
262,7.1920185645,8.5011389954,7.3025073992,8.6231379824,b,a,1180.0,5.0,2013.0,0,,,
263,-1.07028968,-0.923915397,-1.517626589,-1.16943582,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
264,-0.115915022,0.3720527796,0.1255900523,0.4911073362,a,a,180.0,3.0,2014.0,0,,,
265,-0.762721585,-0.634330573,-0.721371052,-0.609148736,a,a,4580.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
266,-1.17560395,-0.663578566,-0.944709338,-0.535468559,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
267,0.821299076,0.9057766884,1.0327836833,0.9978649361,c,a,2460.0,1.0,2012.0,0,,,
268,-0.867447558,-0.427605165,-0.738268466,-0.356997556,a,a,4520.0,2.0,2014.0,0,,,
269,0.7443366384,1.0889106953,1.0319544945,1.251946171,a,c,60.0,6.0,2015.0,0,,,
270,1.1096805073,1.333732728,1.0337732778,1.2051587496,a,a,1450.0,7.0,2014.0,0,,,
271,0.4616519221,0.1191689904,0.435140922,0.1314113918,a,a,420.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
272,-0.368046903,-0.370103908,-0.202983989,-0.282053652,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
273,0.2351461736,-0.055457859,0.1189150305,-0.09673555,a,c,8480.0,,,0,,,
274,-0.518782708,1.5438877234,-0.755092083,1.1410270927,b,b,3640.0,,,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
275,-0.099065648,-0.192834346,-0.326631017,-0.366162035,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
276,-1.301751661,-0.684542102,-1.064054628,-0.562197194,a,a,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
277,-0.35581532,-0.628911529,-0.645176382,-0.803181628,d,c,7840.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
278,0.0232569965,0.0570058703,0.1701592114,0.1437105688,a,c,9260.0,2.0,2010.0,0,,,
279,1.2266221635,-0.049266786,0.1360589464,-0.530906014,d,c,2320.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
280,-0.338677475,-0.645257742,-0.203754755,-0.567045309,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
281,-0.440757247,-0.535525805,-0.344745053,-0.481486102,d,c,6970.0,9.0,2011.0,0,,,
282,-1.012398063,-0.302981991,-0.928146572,-0.246459237,a,a,1220.0,12.0,2010.0,0,,,
283,0.1577975951,-0.107703386,-0.431721228,-0.429394312,a,a,2260.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
284,-0.580919603,-0.797985714,-0.973904679,-0.977362525,d,a,1290.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
285,-0.616692157,-0.671477009,-0.63620546,-0.690486767,a,a,2410.0,,,0,,,
286,-1.020970392,-0.925236753,-0.732153582,-0.795297287,a,a,1460.0,4.0,2015.0,0,,,
287,0.4961184105,0.1411272552,-0.100770315,-0.223856586,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
288,-0.571515935,-0.855798752,-0.906173579,-1.03333412,d,a,800.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
289,-0.39512447,-0.566852336,-0.169398251,-0.47650341,d,a,6540.0,12.0,2007.0,0,,,
290,0.0328242068,-0.181788403,0.1007543589,-0.150294576,a,a,4150.0,5.0,2001.0,0,,,
291,0.2933035461,0.1466353798,0.5076319152,0.255558568,d,a,,,,0,,,
292,-0.618177664,-0.272635342,-0.432773857,-0.119544992,a,a,1100.0,6.0,2009.0,0,,,
293,-0.291486506,0.1375046612,-0.188385037,0.1996460568,c,c,140.0,11.0,2007.0,0,,,
294,-0.399610519,0.0901585446,-0.389912274,0.0677786607,a,a,3150.0,5.0,2005.0,0,,,
295,-0.571992933,-0.145265529,-0.594805463,-0.184681065,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
296,0.0011402047,-0.020152414,0.0876523545,0.0390247803,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
297,-0.000649672,-0.103486924,0.08477018,-0.059838019,a,a,2300.0,9.0,2010.0,0,,,
298,0.5423462985,-0.183480927,-0.022285895,-0.484604389,d,a,19840.0,7.0,2009.0,0,,,
299,0.063224858,0.0609105516,0.1189529539,0.0808754624,d,c,38630.0,9.0,2012.0,0,,,
300,0.200809156,0.4631521121,0.1369614196,0.3594926854,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
301,-0.599274928,-0.443431744,-0.474189741,-0.361852235,a,c,4510.0,3.0,2015.0,0,,,
302,-1.268155125,-1.108727081,-1.201607738,-1.067070693,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
303,-0.382672559,-0.26850796,-0.270229773,-0.201313019,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
304,-0.048149554,0.7080483783,0.1402407643,0.8213896365,a,a,1950.0,7.0,2015.0,0,,,
305,-0.288465521,-0.454759774,-0.559191339,-0.595070495,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec"
306,-1.057853669,-0.75840442,-1.306813769,-0.940721022,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
307,-1.764184997,-1.178417477,-1.615895722,-1.105881867,a,a,18660.0,9.0,2002.0,0,,,
308,0.6263910157,0.2799587184,0.9818059908,0.4698340601,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
309,-0.070756972,-0.471610775,0.0836524661,-0.384704349,d,a,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov"
310,1.1149047674,0.1310315013,1.086755783,0.1640811831,a,c,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
311,-0.051125111,0.1703752482,-0.042376558,0.1270851802,a,c,680.0,7.0,2005.0,0,,,
312,-0.60591201,-0.568930873,-0.470810976,-0.515101227,d,a,11300.0,3.0,2012.0,0,,,
313,0.0025598406,-0.174172048,0.1361194188,-0.081176943,d,c,14160.0,,,0,,,
314,-0.796642933,-0.535600039,-0.648359381,-0.435266537,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
315,-1.127799698,-0.822556997,-0.990894339,-0.739036841,a,c,38710.0,4.0,2013.0,0,,,
316,1.2417588894,0.3966982966,1.2351252468,0.4100253324,d,a,9000.0,8.0,2001.0,0,,,
317,-0.635126981,-0.467884254,-0.984667736,-0.71320102,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
318,0.1420067009,-0.279390589,0.3096351375,-0.209397586,d,c,32330.0,3.0,2014.0,0,,,
319,0.2250360945,0.1266962658,0.4292725401,0.2751742289,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
320,3.121911058,3.3765491485,3.2607886081,3.4132860769,a,c,210.0,9.0,2012.0,0,,,
321,-0.38111891,-0.449548583,-0.317704681,-0.397019938,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
322,-0.778921334,-0.543825109,-0.687165729,-0.489682271,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
323,0.2279366946,-0.32375252,0.2409610782,-0.307712223,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
324,-0.69688455,-0.213515795,-0.425765212,-0.048129675,a,a,13140.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
325,-0.332494677,-0.300101732,-0.11063756,-0.174958578,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
326,-0.635774335,-0.809684911,-0.699783442,-0.825249246,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
327,0.3956468023,0.4579260748,0.3818709168,0.4776625994,c,c,1390.0,12.0,2004.0,0,,,
328,-1.052091083,-0.652770171,-0.930083225,-0.565312198,a,a,3130.0,7.0,2002.0,0,,,
329,-0.005542305,-0.355242364,0.060256835,-0.309300908,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
330,-1.171576727,-0.837745168,-1.036032861,-0.751575634,a,c,370.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
331,-0.596942182,-0.066756196,-0.239900831,0.2012905424,a,c,670.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
332,-1.33085079,-0.670408047,-1.209008941,-0.611997865,a,a,1840.0,3.0,2006.0,0,,,
333,1.2123190478,1.3881904124,1.2272582019,1.364818281,a,c,3720.0,2.0,2010.0,0,,,
334,-0.685279878,-0.554648351,-0.532318035,-0.45858147,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec"
335,3.8530280936,5.4680775816,3.727918678,5.4793869601,b,a,90.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
336,2.6109375305,2.9814785426,2.8611062385,3.1229703574,a,a,190.0,7.0,2014.0,0,,,
337,-0.67976942,-0.936549936,-0.678339838,-0.911740656,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
338,-0.062593498,-0.441071119,0.1895119062,-0.294434889,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
339,-0.733822341,-0.200020147,-0.710496788,-0.21013941,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
340,-0.134910887,-0.097325545,-0.093620739,-0.055886002,a,c,8080.0,,,0,,,
341,-0.537980728,0.0352406126,-0.499123318,0.0221203872,a,a,190.0,9.0,2011.0,0,,,
342,1.6772963718,0.1935212488,0.8344384209,-0.163893585,d,c,15770.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
343,0.3049877175,-0.090555451,0.1746931015,-0.100552988,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
344,0.8228549969,1.1325005975,0.7081224092,1.0361968784,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
345,-1.051575471,-0.723574069,-1.246020079,-0.886620399,a,a,120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
346,0.1237672188,-0.301779408,0.0274346893,-0.311404931,a,c,8090.0,,,0,,,
347,-0.768327443,-0.894177463,-0.786433168,-0.909758082,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
348,0.6852343563,-0.073348129,-0.006175647,-0.454573652,a,a,16490.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
349,0.6662089637,0.2884510291,0.2275526121,0.010165863,c,c,1490.0,4.0,2009.0,0,,,
350,-0.02758414,-0.605720988,0.1075334137,-0.538787072,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
351,-0.325523696,-0.623626105,-0.285407312,-0.569339711,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
352,-0.179330726,-0.352169098,-0.010616779,-0.256828359,d,c,6360.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
353,0.3530213823,3.1956272994,-0.005972193,2.5336700829,b,b,900.0,,,1,14.0,2013.0,"Feb,May,Aug,Nov"
354,0.6255460484,-0.124346533,0.6502503544,-0.092133616,d,c,1500.0,10.0,2005.0,0,,,
355,0.8317180678,0.8668041089,0.976393714,0.9390573424,a,c,9720.0,8.0,2013.0,0,,,
356,-0.320692391,-0.775864135,-0.422048212,-0.784488323,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
357,0.3629474766,0.7153381065,0.3687248393,0.668206293,a,a,2060.0,10.0,2008.0,0,,,
358,1.3284407222,0.9050343535,1.4149685275,0.9744909198,a,a,2890.0,10.0,2003.0,0,,,
359,-0.120024017,-0.399886382,0.0357204285,-0.331217536,d,c,4370.0,,,0,,,
360,-0.044290416,-0.024650963,0.0871075907,0.0509169388,a,a,2040.0,6.0,2007.0,0,,,
361,-0.305796436,-0.324643322,-0.194361039,-0.262966459,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
362,1.0378355732,1.1410226016,1.0535216053,1.0537085167,c,c,340.0,,,0,,,
363,0.0910747074,0.5117156578,0.1669582758,0.5155317225,a,a,250.0,9.0,2009.0,0,,,
364,-0.866307307,-0.430218184,-0.900410767,-0.459457873,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
365,-0.608892109,-0.450676932,-0.96797685,-0.699024307,c,a,2410.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
366,-0.370393277,-0.439141048,-0.222390494,-0.357427551,d,c,6470.0,12.0,2004.0,0,,,
367,-0.624714803,-0.496196905,-0.588377456,-0.499152014,d,c,2640.0,9.0,2012.0,0,,,
368,1.2427355989,-0.084215911,1.1575868609,-0.077819042,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
369,-0.24949254,-0.540573682,0.0448655927,-0.41606446,d,c,5870.0,4.0,2014.0,0,,,
370,0.2772150963,-0.342296044,0.3544528483,-0.27066042,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
371,-0.09596062,-0.583970577,0.0581526016,-0.500340245,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
372,0.8774621439,0.0183599181,0.8081918764,0.0455534867,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
373,-0.960448474,-1.139415204,-0.89541411,-1.08864595,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
374,0.0766693779,0.2448611268,0.1169255922,0.2392778321,a,a,1150.0,9.0,2007.0,0,,,
375,0.8668886957,0.0155835858,0.9638646596,0.0472176668,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
376,0.5583279917,0.4382393546,0.6563334645,0.5174847543,a,a,160.0,8.0,2012.0,0,,,
377,0.4788533664,0.6436731004,0.4419087023,0.598727596,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
378,-0.07764391,0.6932759149,-0.174450769,0.5847150029,a,c,2140.0,8.0,2012.0,0,,,
379,-1.197543571,-0.725548679,-1.131594575,-0.692800864,d,a,6630.0,,,0,,,
380,2.8513534394,1.4285734281,3.071919058,1.6338475949,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
381,0.841578291,0.5392562807,0.8987764066,0.575186177,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
382,0.3523104287,-0.282775636,0.4927649376,-0.228612793,c,c,26130.0,11.0,2002.0,0,,,
383,3.9443027326,3.5932960773,4.2138233678,3.7505861622,a,c,350.0,,,0,,,
384,0.9420067423,0.7308677516,0.8559122608,0.6679338533,a,c,130.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
385,0.1448073586,-0.289946591,-0.357016331,-0.559597528,d,a,4580.0,9.0,2007.0,0,,,
386,-0.026425718,-0.462138582,0.5061160062,-0.245694436,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
387,0.8635724262,0.9769666002,0.9759201846,1.1106615508,c,a,210.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
388,1.365705597,0.8666853353,1.3957296028,0.9076348656,a,a,2260.0,,,0,,,
389,1.6132378568,1.4321811755,1.4539486049,1.3604461157,a,c,6690.0,8.0,2011.0,0,,,
390,1.9877855092,0.8347352434,1.9249304571,0.836843206,a,c,1600.0,4.0,2009.0,0,,,
391,-0.599308999,-0.254477832,-0.448319355,-0.155231315,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
392,0.1584903774,-0.097845179,0.2066558221,-0.059838019,a,a,2120.0,,,0,,,
393,-0.475005679,-0.456244443,-0.342815575,-0.394357906,d,c,4820.0,3.0,2008.0,0,,,
394,0.6612095739,-0.193205513,0.6439069057,-0.199222126,d,a,10850.0,,,0,,,
395,-1.223380944,-0.634508734,-1.106895713,-0.567215994,a,a,3620.0,2.0,2013.0,0,,,
396,1.3073869538,0.8029336186,1.3866648975,0.8637753508,a,c,23130.0,,,0,,,
397,-0.424916381,0.0118273715,-0.473833056,0.0223271788,a,c,130.0,,,1,27.0,2013.0,"Feb,May,Aug,Nov"
398,-0.578739043,-0.367876903,-0.491031807,-0.314313143,c,c,1540.0,,,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
399,-0.45662764,-0.46623627,-0.927493675,-0.742470238,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
400,0.7840705439,1.1892743667,0.8054742072,1.1859074359,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
401,0.1568140713,-0.225333766,0.109295312,-0.239868165,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
402,-0.505340459,-0.406240768,-0.357808622,-0.320306817,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
403,0.1917439289,-0.063192988,0.2821463471,-0.012266103,a,a,4970.0,7.0,2015.0,0,,,
404,-0.795947879,-0.43850264,-0.838127305,-0.472636735,a,c,1420.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
405,-1.008822852,-0.712320272,-0.894684342,-0.64891509,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
406,0.0364244034,-0.570460083,-0.259780866,-0.683790658,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
407,-1.164489904,-1.101793674,-1.460495577,-1.25355405,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
408,-0.830970865,-0.739949975,-0.816861531,-0.709862813,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
409,-0.416791521,-0.463534172,-0.487140564,-0.502224346,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
410,-0.155062902,0.1131709249,-0.126912827,0.1552712042,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
411,0.9980448823,-0.100057337,0.9561457208,-0.099305674,d,c,8460.0,,,0,,,
412,0.9346064642,-0.225036832,0.2019640889,-0.579682573,d,c,4460.0,,,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
413,0.031688498,0.3435025814,-0.449553401,-0.078856282,a,c,760.0,9.0,2014.0,0,,,
414,-0.104657877,-0.667453554,-0.126672475,-0.654846398,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
415,-0.22402995,-0.57051947,-0.207171957,-0.561347051,d,c,6910.0,4.0,2005.0,0,,,
416,1.7275855542,1.7019753525,1.7249929265,1.7026533985,a,c,4650.0,6.0,2014.0,0,,,
417,0.0102190603,-0.047217942,0.3479208078,0.1598600084,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
418,-0.690322425,-0.536609614,-0.601323667,-0.491083859,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
419,-0.656287506,0.2514976004,-0.565508139,0.2967297919,c,a,1620.0,9.0,2009.0,0,,,
420,-0.831963475,-0.817642741,-1.252154437,-1.07279521,d,c,250.0,,,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
421,1.0350780724,0.6028892238,1.1529530377,0.7144685293,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
422,-1.024470647,-0.792566669,-0.867688042,-0.700563755,a,c,2880.0,,,0,,,
423,2.5668379606,3.9442571465,2.5280162439,3.935996172,b,a,1270.0,5.0,2014.0,0,,,
424,0.2055019044,0.2012415312,0.0654625833,0.0816632399,d,c,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
425,-1.489529742,-0.821948283,-1.411877331,-0.789536664,d,c,1460.0,,,0,,,
426,-0.781485765,-0.326202225,-0.676032664,-0.275245941,a,a,250.0,,,0,,,
427,0.1759439491,0.0122727724,-0.259152568,-0.319131715,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
428,-0.343792707,-0.628198887,-0.69522649,-0.820883645,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
429,-0.737547465,-0.874386816,-1.003264526,-1.019229619,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
430,0.6753764045,-0.132616143,0.0522575708,-0.466987713,d,c,12870.0,10.0,2008.0,0,,,
431,1.1664250581,0.6625135588,1.103103821,0.6673003488,d,c,4520.0,,,0,,,
432,1.8106830904,2.1995772476,1.7132869113,2.1049779553,a,a,810.0,5.0,2013.0,0,,,
433,-0.466067651,-0.218147964,-0.331245366,-0.153793621,a,c,30030.0,11.0,2010.0,0,,,
434,1.3247337689,-0.030277861,0.4578339463,-0.381756748,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
435,-1.560143568,-1.015207737,-1.390918019,-0.913667428,a,a,910.0,,,0,,,
436,-0.631606284,-0.384134036,-0.497117992,-0.31694235,d,a,2300.0,,,0,,,
437,0.0957538273,-0.118957182,0.2452787026,-0.034789976,c,c,430.0,,,1,50.0,2010.0,"Jan,Apr,Jul,Oct"
438,-0.553867022,-0.499032624,-0.639327474,-0.553548053,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
439,0.1089961911,0.2989179504,0.2315417384,0.3818458732,a,a,1350.0,9.0,2009.0,0,,,
440,-0.656896246,-0.41517848,-0.646313058,-0.393862263,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
441,-0.097984453,-0.024368876,-0.173033256,-0.106960246,d,a,2530.0,,,0,,,
442,-0.978145088,-0.727686604,-0.95568866,-0.719365379,c,a,500.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
